Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/219090.png">,R. Osorio,23,68,3,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/230866.png">,K. Mahlasela,27,68,1,1,Keskmine,South Africa
<img src="https://cdn.sofifa.org/players/4/19/237010.png">,Deng Hanwen,23,68,6,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/240082.png">,M. Lysov,20,68,1,1,Keskmine,Russia
<img src="https://cdn.sofifa.org/players/4/19/202708.png">,L. Palun,29,68,6,1,Keskmine,Gabon
<img src="https://cdn.sofifa.org/players/4/19/139476.png">,D. Gerken,33,68,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/210644.png">,E. Marcondes,23,68,14,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/163796.png">,S. Darbion,34,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/230356.png">,Ata&uacute;lfo Anjos,26,68,6,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/237524.png">,S. Kaba,23,68,3,1,Madal,Guinea
<img src="https://cdn.sofifa.org/players/4/19/237780.png">,K. Yamamura,28,68,4,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/219605.png">,C. Cuevas,23,68,6,1,K&otilde;rge,Chile
<img src="https://cdn.sofifa.org/players/4/19/223957.png">,L. Pirard,23,68,3,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/232661.png">,M. Bareiro,23,68,6,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/177877.png">,J. Torres,30,68,17,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/181205.png">,A. Hlou&scaron;ek,29,68,4,1,K&otilde;rge,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/193749.png">,P. Mlapa,27,68,9,1,Madal,Togo
<img src="https://cdn.sofifa.org/players/4/19/170966.png">,C. Esquivel,36,68,7,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/198103.png">,J. Leist,30,68,3,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/199384.png">,F. Koch,29,68,8,1,K&otilde;rge,Austria
<img src="https://cdn.sofifa.org/players/4/19/212440.png">,Jung Seok Hwa,27,68,3,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/221144.png">,Alain Oyarzun,24,68,4,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/229336.png">,A. Grgi&#263;,21,68,9,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/236248.png">,B. Woodburn,18,68,15,1,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/171992.png">,Juan Carlos,30,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/191192.png">,D. Petrucci,26,68,6,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/204761.png">,G. Hall,26,68,4,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/220889.png">,Guille Donoso,22,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/244185.png">,S. Mraz,21,68,5,1,Keskmine,Slovakia
<img src="https://cdn.sofifa.org/players/4/19/200922.png">,S. Schipplock,29,68,7,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/208602.png">,Y. van Nieff,25,68,3,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/224986.png">,Jes&uacute;s Valent&iacute;n,26,68,4,1,Madal,Spain
<img src="https://cdn.sofifa.org/players/4/19/236506.png">,M. Senesi,21,68,5,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/197851.png">,A. Hayashi,31,68,4,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/202459.png">,J. Drost,25,68,4,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/223195.png">,O. Ovac?kl?,29,68,6,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/229851.png">,A. Al Bulayhi,28,68,14,1,K&otilde;rge,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/173531.png">,B. Amos,28,68,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/235996.png">,N. Moumi Ngamaleu,23,68,8,1,Madal,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/214493.png">,J. Aguirre,31,68,2,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/233437.png">,S. Hlanti,28,68,0,1,Keskmine,South Africa
<img src="https://cdn.sofifa.org/players/4/19/173533.png">,D. Button,29,68,14,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/177885.png">,K. &Ouml;zer,30,68,9,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/189661.png">,&Aacute;lvaro,27,68,4,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/212958.png">,K. Opare,27,68,3,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/216286.png">,J. Andersen,25,68,3,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/220126.png">,M. Diagne,24,68,3,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/221662.png">,S. Skrabb,23,68,3,1,Keskmine,Finland
<img src="https://cdn.sofifa.org/players/4/19/223710.png">,V. Muriqi,24,68,6,1,Keskmine,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/234462.png">,H. Y?lmaz,34,68,5,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/237023.png">,Y. Merdji,24,68,3,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/246239.png">,J. Matou&scaron;ek,20,68,1,1,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/184031.png">,Lic&aacute;,29,68,4,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/188383.png">,P. Valdivia,30,68,8,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/198624.png">,J. Shaughnessy,25,68,3,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/212192.png">,J. Green,23,68,4,1,Madal,United States
<img src="https://cdn.sofifa.org/players/4/19/229856.png">,J. Parraguez,28,68,3,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/190176.png">,Marc Pedraza,31,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/196064.png">,Q. Antipas,34,68,5,1,Keskmine,Zimbabwe
<img src="https://cdn.sofifa.org/players/4/19/198625.png">,S. Bain,26,68,14,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/202465.png">,R. Towell,26,68,17,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/210401.png">,C. Donis,23,68,1,1,Keskmine,Greece
<img src="https://cdn.sofifa.org/players/4/19/214753.png">,J. Mu&ntilde;oz,30,68,5,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/239073.png">,C. Antwi-Adjej,24,68,5,1,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/220386.png">,Iv&aacute;n Rodr&iacute;guez,22,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/226786.png">,A. Bono,24,68,2,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/232162.png">,S. Ugarkovi&#263;,23,68,2,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/242146.png">,C. Gonzalez,28,68,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/184290.png">,T. Pekhart,29,68,5,1,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/194018.png">,J. Collins,27,68,5,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/201955.png">,M. Ha&iuml;dara,25,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/210147.png">,M. Al Harbi,30,68,13,1,K&otilde;rge,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/229091.png">,B. Peacock-Farrell,21,68,8,1,Keskmine,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/236259.png">,S. Pe&ntilde;a,22,68,4,1,Keskmine,Peru
<img src="https://cdn.sofifa.org/players/4/19/240099.png">,K. R&uuml;egg,19,68,3,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/244963.png">,Ivanildo Fernandes,22,68,4,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/204260.png">,F. Raspentino,29,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/211428.png">,Etxeberr&iacute;a,23,68,4,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/230372.png">,Helito Caldeira,34,68,10,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/236260.png">,A. Santamar&iacute;a,26,68,4,1,K&otilde;rge,Peru
<img src="https://cdn.sofifa.org/players/4/19/183524.png">,S. Lowry,29,68,3,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/229605.png">,C. Connolly,20,68,20,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/237541.png">,Pedrosa,21,68,2,1,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/239589.png">,W. Kanga,20,68,8,1,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/241381.png">,M. Madisha,23,68,0,1,K&otilde;rge,South Africa
<img src="https://cdn.sofifa.org/players/4/19/176357.png">,J. Mousinho,32,68,5,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/181477.png">,N. Boogaard,31,68,2,1,Madal,Australia
<img src="https://cdn.sofifa.org/players/4/19/201446.png">,G. Moncur,24,68,5,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/221926.png">,M. Araz,24,68,6,1,K&otilde;rge,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/231142.png">,Nuno Tom&aacute;s,22,68,3,1,Madal,Portugal
<img src="https://cdn.sofifa.org/players/4/19/237542.png">,G. P&aacute;ez,28,68,1,1,Keskmine,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/188390.png">,G. Galitsios,31,68,5,1,K&otilde;rge,Greece
<img src="https://cdn.sofifa.org/players/4/19/190438.png">,F. Semb Berge,28,68,2,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/214759.png">,R. de la Fuente,27,68,2,1,K&otilde;rge,Chile
<img src="https://cdn.sofifa.org/players/4/19/222951.png">,M. Rod&aacute;k,21,68,10,1,Keskmine,Slovakia
<img src="https://cdn.sofifa.org/players/4/19/226535.png">,S. Johnson,25,68,3,1,K&otilde;rge,Liberia
<img src="https://cdn.sofifa.org/players/4/19/239335.png">,&Oacute;scar,20,68,32,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/170472.png">,J. Parr,29,68,2,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/237544.png">,L. Vido,21,68,9,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/189160.png">,G. McCleary,31,68,15,1,Keskmine,Jamaica
<img src="https://cdn.sofifa.org/players/4/19/210409.png">,L. MacLeod,24,68,14,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/225769.png">,G. Dobson,20,68,3,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/231913.png">,F. Aursnes,22,68,3,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/215786.png">,Y. Bo&eacute;-Kane,27,68,3,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/209643.png">,M. Viloti&#263;,31,68,6,1,Keskmine,Serbia
<img src="https://cdn.sofifa.org/players/4/19/234987.png">,A. Androutsos,21,68,1,1,K&otilde;rge,Greece
<img src="https://cdn.sofifa.org/players/4/19/179947.png">,Edgar,31,68,3,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/203756.png">,M. Smith,29,68,5,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/205548.png">,N. Bellomo,27,68,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/170988.png">,Toquero,33,68,5,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/239340.png">,J. Chabot,20,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/211437.png">,L. Bertone,24,68,8,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/214765.png">,M. Herrera,26,68,7,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/223981.png">,M. Clark,22,68,5,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/234989.png">,A. Benedetti,26,68,2,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/239085.png">,E. H&aring;land,17,68,2,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/198638.png">,O. Buff,25,68,4,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/223214.png">,K. Friesenbichler,24,68,7,1,Madal,Austria
<img src="https://cdn.sofifa.org/players/4/19/223726.png">,E. Ka?,26,68,6,1,K&otilde;rge,Turkey
<img src="https://cdn.sofifa.org/players/4/19/226542.png">,D. Mart&iacute;nez,28,68,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/199407.png">,D. Post,29,68,4,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/214767.png">,L. Balbi,29,68,3,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/234735.png">,A. Jovanovi&#263;,25,68,6,1,Keskmine,Serbia
<img src="https://cdn.sofifa.org/players/4/19/237039.png">,L. Lamprou,20,68,3,1,K&otilde;rge,Greece
<img src="https://cdn.sofifa.org/players/4/19/241135.png">,J. Collins,23,68,4,1,K&otilde;rge,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/216048.png">,G. Vargas,34,68,2,1,Madal,Chile
<img src="https://cdn.sofifa.org/players/4/19/173040.png">,A. Bonnet,31,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/189936.png">,R. Ruiter,31,68,5,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/193264.png">,P. Farkas,25,68,12,1,K&otilde;rge,Austria
<img src="https://cdn.sofifa.org/players/4/19/192241.png">,R. Grant,27,68,4,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/198642.png">,D. Ulvestad,29,68,2,1,K&otilde;rge,Norway
<img src="https://cdn.sofifa.org/players/4/19/202994.png">,Han Kyo Won,28,68,5,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/212467.png">,H. Mar&iacute;n,25,68,12,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/224243.png">,D. Dos Santos,21,68,3,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/232691.png">,Kim Min Hyeok,26,68,2,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/196339.png">,M. Titsch Rivero,28,68,4,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/205044.png">,S. Maier,24,68,7,1,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/207860.png">,A. Maund,27,68,3,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/163828.png">,A. Le Fondre,31,68,5,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/188916.png">,H. Eyj&oacute;lfsson,27,68,0,1,Keskmine,Iceland
<img src="https://cdn.sofifa.org/players/4/19/198133.png">,L. Bacuna,26,68,13,1,Keskmine,Curacao
<img src="https://cdn.sofifa.org/players/4/19/205045.png">,N. R&ouml;seler,26,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/211189.png">,B. Meccariello,27,68,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/222197.png">,Bai Jiajun,27,68,6,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/236533.png">,R. Glatzel,24,68,6,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/178421.png">,C. Cort&eacute;s,34,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/225270.png">,I. Jeraldino,22,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/205559.png">,N. Dicko,26,68,12,1,K&otilde;rge,Mali
<img src="https://cdn.sofifa.org/players/4/19/232695.png">,F. Sbuttoni,29,68,5,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/236279.png">,I. Cont&eacute;,22,68,3,1,Keskmine,Guinea
<img src="https://cdn.sofifa.org/players/4/19/173815.png">,M. Bostwick,30,68,8,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/240631.png">,A. Settembrini,26,68,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/242935.png">,A. Modiba,22,68,0,1,K&otilde;rge,South Africa
<img src="https://cdn.sofifa.org/players/4/19/205048.png">,K. Vollmann,24,68,3,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/208120.png">,K. Przyby?ko,25,68,4,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/216568.png">,Mario Barco,25,68,5,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/220152.png">,Y. Baraye,26,68,17,1,K&otilde;rge,Senegal
<img src="https://cdn.sofifa.org/players/4/19/156920.png">,O. Werner,33,68,4,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/223736.png">,R. Rotman,29,68,6,1,Keskmine,Slovenia
<img src="https://cdn.sofifa.org/players/4/19/224504.png">,I. Poblete,23,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/228600.png">,Javi Jim&eacute;nez,22,68,3,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/189944.png">,L. Gassama,28,68,9,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/193272.png">,S. ?ahin-Radlinger,25,68,9,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/216313.png">,A. Miljkovi&#263;,28,68,2,1,K&otilde;rge,Serbia
<img src="https://cdn.sofifa.org/players/4/19/169721.png">,M. Richards,30,68,8,2,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/198394.png">,A. Ka&#269;anikli&#263;,26,68,10,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/200698.png">,N. Marsman,27,68,6,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/224250.png">,D. Ro&szlig;bach,25,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/229882.png">,Eduardo Henrique,23,68,3,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/238074.png">,R. James,18,68,8,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/184058.png">,J. Mabokgwane,30,68,1,1,Keskmine,South Africa
<img src="https://cdn.sofifa.org/players/4/19/199419.png">,Y. Court,28,68,4,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/229883.png">,O. Duarte,22,68,2,1,K&otilde;rge,Colombia
<img src="https://cdn.sofifa.org/players/4/19/237051.png">,M. Turay,23,68,5,1,K&otilde;rge,Sierra Leone
<img src="https://cdn.sofifa.org/players/4/19/177915.png">,D. Capelli,32,68,2,1,Madal,Italy
<img src="https://cdn.sofifa.org/players/4/19/188411.png">,Bruno Perone,30,68,4,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/200700.png">,A. Merkel,26,68,4,1,Madal,Kazakhstan
<img src="https://cdn.sofifa.org/players/4/19/152828.png">,Ibson,34,68,3,2,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/234492.png">,J. Gamonal,28,68,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/176636.png">,K. Vacek,31,68,6,1,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/177404.png">,S. F&uuml;rstner,30,68,3,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/205565.png">,D. Bulthuis,28,68,4,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/208637.png">,M. Lais,27,68,5,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/210429.png">,B. Addae,25,68,2,1,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/225533.png">,C. Bedia,22,68,6,1,Madal,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/228349.png">,M. Vojvoda,23,68,4,1,Keskmine,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/228861.png">,S. Iljutcenko,27,68,4,1,Keskmine,Russia
<img src="https://cdn.sofifa.org/players/4/19/239613.png">,M. Pessina,21,68,8,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/246013.png">,H. Calcaterra,29,68,0,1,Keskmine,Peru
<img src="https://cdn.sofifa.org/players/4/19/208894.png">,F. Bednarek,25,68,3,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/237310.png">,D. Mitchell,21,68,24,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/214271.png">,A. Salazar,25,68,3,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/176895.png">,M. Pinto,34,68,2,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/181247.png">,D. Pudil,32,68,10,1,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/189439.png">,L. Castiglia,29,68,2,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/214784.png">,J. Pereyra D&iacute;az,27,67,7,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/218880.png">,S. Marreh,22,67,13,1,Madal,Gambia
<img src="https://cdn.sofifa.org/players/4/19/239104.png">,A. Pizzorno,25,67,2,1,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/203265.png">,T. Blackett,24,67,9,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/165889.png">,Park Chu Young,32,67,3,2,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/235521.png">,Carbonell,20,67,2,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/186881.png">,J. Holland,29,67,4,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/202754.png">,C. R&acirc;p?,28,67,3,1,K&otilde;rge,Romania
<img src="https://cdn.sofifa.org/players/4/19/207618.png">,D. F&auml;llman,28,67,2,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/216834.png">,M. Perez,27,67,3,1,Keskmine,France
